DrugBank IDs,Drug Name,Gene Name(Symbol),Gene Detailed Name,GeneBank Gene ID,UniprotID
DB01238,Aripiprazole,DRD5,D(1B) dopamine receptor,X58454,P21918
DB01403,Methotrimeprazine,DRD5,D(1B) dopamine receptor,X58454,P21918
DB01624,Zuclopenthixol,DRD5,D(1B) dopamine receptor,X58454,P21918
DB05271,Rotigotine,DRD5,D(1B) dopamine receptor,X58454,P21918
DB08919,Zuclopenthixol acetate,DRD5,D(1B) dopamine receptor,X58454,P21918
DB08920,Zuclopenthixol decanoate,DRD5,D(1B) dopamine receptor,X58454,P21918
DB00321,Amitriptyline,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB00334,Olanzapine,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB00363,Clozapine,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB00408,Loxapine,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB00477,Chlorpromazine,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB00543,Amoxapine,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB00667,Histamine Phosphate,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB01142,Doxepin,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB05032,NULL,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB06148,Mianserin,HRH4,Histamine H4 receptor,AB044934,Q9H3N8
DB00398,Sorafenib,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB01268,Sunitinib,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB05014,NULL,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB05213,NULL,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB05216,NULL,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB05465,MLN-518,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB06080,NULL,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB08901,Ponatinib,FLT3,Receptor-type tyrosine-protein kinase FLT3,U02687,P36888
DB00157,NADH,ME2,"NAD-dependent malic enzyme, mitochondrial",M55905,P23368
DB01677,Fumarate,ME2,"NAD-dependent malic enzyme, mitochondrial",M55905,P23368
DB03499,Malate Ion,ME2,"NAD-dependent malic enzyme, mitochondrial",M55905,P23368
DB03589,Alpha-Ketomalonic Acid,ME2,"NAD-dependent malic enzyme, mitochondrial",M55905,P23368
DB03680,Tartronate,ME2,"NAD-dependent malic enzyme, mitochondrial",M55905,P23368
DB00157,NADH,LDHC,L-lactate dehydrogenase C chain,J02938,P07864
DB00114,Pyridoxal Phosphate,NFS1,"Cysteine desulfurase, mitochondrial",AF097025,Q9Y697
DB00151,L-Cysteine,NFS1,"Cysteine desulfurase, mitochondrial",AF097025,Q9Y697
DB00160,L-Alanine,NFS1,"Cysteine desulfurase, mitochondrial",AF097025,Q9Y697
DB00139,Succinic acid,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",Y11192,P51649
DB00157,NADH,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",Y11192,P51649
DB00313,Valproic Acid,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",Y11192,P51649
DB00534,Chlormerodrin,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",Y11192,P51649
DB00151,L-Cysteine,CDO-1,Cysteine dioxygenase,U60232,Q16857
DB00308,Ibutilide,KCNK1,Potassium channel subfamily K member 1,U33632,O00180
DB00908,Quinidine,KCNK1,Potassium channel subfamily K member 1,U33632,O00180
DB01346,Quinidine barbiturate,KCNK1,Potassium channel subfamily K member 1,U33632,O00180
DB00724,Imiquimod,TLR7,Toll-like receptor 7,AF240467,Q9NYK1
DB01611,Hydroxychloroquine,TLR7,Toll-like receptor 7,AF240467,Q9NYK1
DB04860,Isatoribine,TLR7,Toll-like receptor 7,AF240467,Q9NYK1
DB05127,NULL,TLR7,Toll-like receptor 7,AF240467,Q9NYK1
DB05475,SCV-07,TLR7,Toll-like receptor 7,AF240467,Q9NYK1
DB00321,Amitriptyline,SIGMAR1,Sigma non-opioid intracellular receptor 1,U75283,Q99720
DB00409,Remoxipride,SIGMAR1,Sigma non-opioid intracellular receptor 1,U75283,Q99720
DB00514,Dextromethorphan,SIGMAR1,Sigma non-opioid intracellular receptor 1,U75283,Q99720
DB00652,Pentazocine,SIGMAR1,Sigma non-opioid intracellular receptor 1,U75283,Q99720
DB01488,Dimethyltryptamine,SIGMAR1,Sigma non-opioid intracellular receptor 1,U75283,Q99720
DB01708,Dehydroepiandrosterone,SIGMAR1,Sigma non-opioid intracellular receptor 1,U75283,Q99720
DB03575,Phencyclidine,SIGMAR1,Sigma non-opioid intracellular receptor 1,U75283,Q99720
DB00152,Thiamine,TPK1,Thiamin pyrophosphokinase 1,AB028138,Q9H3S4
DB04768,Pyrithiamine Pyrophosphate,TPK1,Thiamin pyrophosphokinase 1,AB028138,Q9H3S4
DB00698,Nitrofurantoin,rpsJ,30S ribosomal protein S10,V00344,P0A7R5
DB00121,Biotin,HLCS,Biotin--protein ligase,D23672,P50747
DB00157,NADH,CYB5R3,NADH-cytochrome b5 reductase 3,M28713,P00387
DB03147,Flavin adenine dinucleotide,CYB5R3,NADH-cytochrome b5 reductase 3,M28713,P00387
DB00157,NADH,PHGDH,D-3-phosphoglycerate dehydrogenase,AF006043,O43175
DB00157,NADH,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",D10523,Q02218
DB00313,Valproic Acid,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",D10523,Q02218
DB01017,Minocycline,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB01120,Gliclazide,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB01136,Carvedilol,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB03088,Pyroglutamic Acid,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB03754,Tris(Hydroxymethyl)Aminomethane,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB05294,Vandetanib,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB05434,ABT-510,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB05890,NULL,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB06779,NULL,VEGFA,Vascular endothelial growth factor A,M32977,P15692
DB00114,Pyridoxal Phosphate,SDS,L-serine dehydratase/L-threonine deaminase,J05037,P20132
DB00133,L-Serine,SDS,L-serine dehydratase/L-threonine deaminase,J05037,P20132
DB00035,Desmopressin,AVPR1A,Vasopressin V1a receptor,L25615,P37288
DB00093,Felypressin,AVPR1A,Vasopressin V1a receptor,L25615,P37288
DB00872,Conivaptan,AVPR1A,Vasopressin V1a receptor,L25615,P37288
DB02638,Terlipressin,AVPR1A,Vasopressin V1a receptor,L25615,P37288
DB05452,NULL,AVPR1A,Vasopressin V1a receptor,L25615,P37288
DB06212,Tolvaptan,AVPR1A,Vasopressin V1a receptor,L25615,P37288
DB00142,L-Glutamic Acid,GCLC,Glutamate--cysteine ligase catalytic subunit,M90656,P48506
DB00151,L-Cysteine,GCLC,Glutamate--cysteine ligase catalytic subunit,M90656,P48506
DB00290,Bleomycin,LIG3,DNA ligase 3,X84740,P49916
DB00126,Vitamin C,SLC23A1,Solute carrier family 23 member 1,AF058317,Q9UHI7
DB00157,NADH,NDUFA4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4,U94586,O00483
DB04447,"1,4-Dithiothreitol",MSRA,Mitochondrial peptide methionine sulfoxide reductase,AJ242973,Q9UJ68
DB00148,Creatine,CKMT1A,"Creatine kinase U-type, mitochondrial",J04469,P12532
DB00187,Esmolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00195,Betaxolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00221,Isoetarine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00248,Cabergoline,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00264,Metoprolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00335,Atenolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00368,Norepinephrine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00370,Mirtazapine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00373,Timolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00397,Phenylpropanolamine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00408,Loxapine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00489,Sotalol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00521,Carteolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00571,Propranolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00598,Labetalol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00612,Bisoprolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00668,Epinephrine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00841,Dobutamine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00852,Pseudoephedrine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00866,Alprenolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00960,Pindolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01001,Salbutamol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01064,Isoprenaline,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01102,Arbutamine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01118,Amiodarone,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01136,Carvedilol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01151,Desipramine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01193,Acebutolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01203,Nadolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01210,Levobunolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01214,Metipranolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01288,Fenoterol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01291,Pirbuterol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01295,Bevantolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01297,Practolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01359,Penbutolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01363,NULL,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01407,Clenbuterol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB01580,Oxprenolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB04855,Dronedarone,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB04861,Nebivolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB06216,Asenapine,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB06262,Droxidopa,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB08347,4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB08558,"2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL",ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB08807,Bopindolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB08808,Bupranolol,ADRB1,Beta-1 adrenergic receptor,J03019,P08588
DB00157,NADH,NDUFC2,NADH dehydrogenase [ubiquinone] 1 subunit C2,AF087659,O95298
DB01136,Carvedilol,NDUFC2,NADH dehydrogenase [ubiquinone] 1 subunit C2,AF087659,O95298
DB00119,Pyruvic acid,SLC16A6,Monocarboxylate transporter 7,U79745,O15403
DB00157,NADH,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",M93107,Q02338
DB00139,Succinic acid,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",D30648,P31040
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",D30648,P31040
DB04657,Carboxin,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",D30648,P31040
DB04795,Thenoyltrifluoroacetone,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",D30648,P31040
DB08689,UBIQUINONE-1,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",D30648,P31040
DB00281,Lidocaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00296,Ropivacaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00297,Bupivacaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00473,Hexylcaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00527,Cinchocaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00645,Dyclonine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00721,Procaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00807,Proparacaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00892,Oxybuprocaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00907,Cocaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00961,Mepivacaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB01002,Levobupivacaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB01086,Benzocaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB01161,Chloroprocaine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB01173,Orphenadrine,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB06218,Lacosamide,SCN10A,Sodium channel protein type 10 subunit alpha,AF117907,Q9Y5Y9
DB00119,Pyruvic acid,SLC16A2,Monocarboxylate transporter 8,U05321,P36021
DB00583,L-Carnitine,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial",U09648,P23786
DB01074,Perhexiline,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial",U09648,P23786
DB00142,L-Glutamic Acid,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",X07674,P00367
DB00157,NADH,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",X07674,P00367
DB00756,Hexachlorophene,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",X07674,P00367
DB04137,Guanosine-5'-Triphosphate,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",X07674,P00367
DB00114,Pyridoxal Phosphate,PNPO,Pyridoxine-5'-phosphate oxidase,AF468030,Q9NVS9
DB03247,Riboflavin Monophosphate,PNPO,Pyridoxine-5'-phosphate oxidase,AF468030,Q9NVS9
DB03345,Beta-Mercaptoethanol,PNPO,Pyridoxine-5'-phosphate oxidase,AF468030,Q9NVS9
DB00203,Sildenafil,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB00277,Theophylline,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB00806,Pentoxifylline,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB00820,Tadalafil,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB00862,Vardenafil,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB00975,Dipyridamole,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB01972,Guanosine-5'-Monophosphate,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB03597,Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB04272,Citric Acid,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB05415,NULL,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB06237,Avanafil,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB06267,Udenafil,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB07954,3-ISOBUTYL-1-METHYLXANTHINE,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB08729,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",AF043731,O76074
DB00157,NADH,HSD17B7,3-keto-steroid reductase,AF098786,P56937
DB00143,Glutathione,GSS,Glutathione synthetase,L42531,P48637
DB00145,Glycine,GSS,Glutathione synthetase,L42531,P48637
DB00151,L-Cysteine,GSS,Glutathione synthetase,L42531,P48637
DB03408,Gamma-Glutamylcysteine,GSS,Glutathione synthetase,L42531,P48637
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,GSS,Glutathione synthetase,L42531,P48637
DB06151,Acetylcysteine,GSS,Glutathione synthetase,L42531,P48637
DB01201,Rifapentine,rpoC,DNA-directed RNA polymerase subunit beta',BX842574,P0A674
DB00128,L-Aspartic Acid,ASPA,Aspartoacylase,S67156,P45381
DB00142,L-Glutamic Acid,EPRS,Bifunctional glutamate/proline--tRNA ligase,X54326,P07814
DB00172,L-Proline,EPRS,Bifunctional glutamate/proline--tRNA ligase,X54326,P07814
DB02510,'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine,EPRS,Bifunctional glutamate/proline--tRNA ligase,X54326,P07814
DB02684,5'-O-(N-(L-Cysteinyl)-Sulfamoyl)Adenosine,EPRS,Bifunctional glutamate/proline--tRNA ligase,X54326,P07814
DB03376,'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine,EPRS,Bifunctional glutamate/proline--tRNA ligase,X54326,P07814
DB00144,Phosphatidylserine,SCARB1,Scavenger receptor class B member 1,Z22555,Q8WTV0
DB00384,Triamterene,SCNN1A,Amiloride-sensitive sodium channel subunit alpha,X76180,P37088
DB00594,Amiloride,SCNN1A,Amiloride-sensitive sodium channel subunit alpha,X76180,P37088
DB00157,NADH,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",AF067139,O75489
DB00907,Cocaine,SCN11A,Sodium channel protein type 11 subunit alpha,AF188679,Q9UI33
DB00909,Zonisamide,SCN11A,Sodium channel protein type 11 subunit alpha,AF188679,Q9UI33
DB00157,NADH,ALDH3B2,Aldehyde dehydrogenase family 3 member B2,U37519,P48448
DB00157,NADH,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB01536,4-Androstenedione,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB01561,Androstanedione,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB01708,Dehydroepiandrosterone,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB02187,Equilin,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB02323,EM-1745,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB02901,Dihydrotestosterone,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB03461,2'-Monophosphoadenosine 5'-Diphosphoribose,HSD17B1,Estradiol 17-beta-dehydrogenase 1,X13440,P14061
DB00119,Pyruvic acid,SLC16A4,Monocarboxylate transporter 5,U59185,O15374
DB00157,NADH,MT-ND3,NADH-ubiquinone oxidoreductase chain 3,J01415,P03897
DB00192,Indecainide,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00243,Ranolazine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00252,Phenytoin,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00280,Disopyramide,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00281,Lidocaine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00379,Mexiletine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00473,Hexylcaine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00527,Cinchocaine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00532,Mephenytoin,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00564,Carbamazepine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00661,Verapamil,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00680,Moricizine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00740,Riluzole,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00750,Prilocaine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00754,Ethotoin,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00776,Oxcarbazepine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00868,Benzonatate,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00907,Cocaine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00908,Quinidine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00909,Zonisamide,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01035,Procainamide,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01056,Tocainide,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01182,Propafenone,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01195,Flecainide,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01228,Encainide,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01320,Fosphenytoin,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01346,Quinidine barbiturate,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01426,Ajmaline,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB01429,Aprindine,SCN5A,Sodium channel protein type 5 subunit alpha,M77235,Q14524
DB00123,L-Lysine,KARS,Lysine--tRNA ligase,D31890,Q15046
DB00290,Bleomycin,LIG1,DNA ligase 1,M36067,P18858
DB00129,L-Ornithine,SLC25A15,Mitochondrial ornithine transporter 1,AF112968,Q9Y619
DB00171,Adenosine triphosphate,NAE1,NEDD8-activating enzyme E1 regulatory subunit,U50939,Q13564
DB00014,Goserelin,GNRHR,Gonadotropin-releasing hormone receptor,L03380,P30968
DB00050,Cetrorelix,GNRHR,Gonadotropin-releasing hormone receptor,L03380,P30968
DB00644,Gonadorelin,GNRHR,Gonadotropin-releasing hormone receptor,L03380,P30968
DB00666,Nafarelin,GNRHR,Gonadotropin-releasing hormone receptor,L03380,P30968
DB01406,Danazol,GNRHR,Gonadotropin-releasing hormone receptor,L03380,P30968
DB05694,NULL,GNRHR,Gonadotropin-releasing hormone receptor,L03380,P30968
DB06699,Degarelix,GNRHR,Gonadotropin-releasing hormone receptor,L03380,P30968
DB00149,L-Leucine,LARS2,"Probable leucine--tRNA ligase, mitochondrial",D21851,Q15031
DB00398,Sorafenib,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB00619,Imatinib,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB01254,Dasatinib,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB01268,Sunitinib,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB05014,NULL,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB05146,NULL,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB06589,Pazopanib,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB08896,Regorafenib,PDGFRB,Platelet-derived growth factor receptor beta,J03278,P09619
DB00210,Adapalene,RARB,Retinoic acid receptor beta,X07282,P10826
DB00459,Acitretin,RARB,Retinoic acid receptor beta,X07282,P10826
DB00523,Alitretinoin,RARB,Retinoic acid receptor beta,X07282,P10826
DB00799,Tazarotene,RARB,Retinoic acid receptor beta,X07282,P10826
DB00926,Etretinate,RARB,Retinoic acid receptor beta,X07282,P10826
DB02877,TTNPB,RARB,Retinoic acid receptor beta,X07282,P10826
DB04942,Tamibarotene,RARB,Retinoic acid receptor beta,X07282,P10826
DB05785,NULL,RARB,Retinoic acid receptor beta,X07282,P10826
DB00171,Adenosine triphosphate,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB00222,Glimepiride,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB00672,Chlorpropamide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB00731,Nateglinide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB00912,Repaglinide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB01016,Glyburide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB01067,Glipizide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB01120,Gliclazide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB01124,Tolbutamide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB01251,Gliquidone,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB01252,Mitiglinide,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB01382,Glycodiazine,ABCC8,ATP-binding cassette sub-family C member 8,L78243,Q09428
DB00157,NADH,GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",L34041,P21695
DB00204,Dofetilide,KCNK2,Potassium channel subfamily K member 2,AF129399,O95069
DB04855,Dronedarone,KCNK2,Potassium channel subfamily K member 2,AF129399,O95069
DB00302,Tranexamic Acid,PLG,Plasminogen,X05199,P00747
DB00513,Aminocaproic Acid,PLG,Plasminogen,X05199,P00747
DB03709,Bicine,PLG,Plasminogen,X05199,P00747
DB00123,L-Lysine,SLC7A1,High affinity cationic amino acid transporter 1,X59155,P30825
DB00125,L-Arginine,SLC7A1,High affinity cationic amino acid transporter 1,X59155,P30825
DB00129,L-Ornithine,SLC7A1,High affinity cationic amino acid transporter 1,X59155,P30825
DB00157,NADH,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,AF047182,P56556
DB02196,Uridine-Diphosphate-N-Acetylgalactosamine,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB03435,Uridine-5'-Diphosphate,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB03501,Uridine Diphosphate Galactose,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB03772,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",ABO,Histo-blood group ABO system transferase,J05175,P16442
